,,
,,
Characteristic Energy eV,1486.6,Acquisition Time s
BE_Sur1 1,CPS_Sur1 1,Background_Sur1 1
1051.9,28017.6,28017.6
1051.5,27891.2,27891.2
1051.1,28323.5,28323.5
1050.7,27955.9,27955.9
1050.3,28508.8,28508.8
1049.9,28741.2,28741.2
1049.5,28432.4,28432.4
1049.1,28211.8,28211.8
1048.7,28076.5,28076.5
1048.3,28779.4,28779.4
1047.9,28732.4,28732.4
1047.5,28602.9,28602.9
1047.1,28441.2,28441.2
1046.7,28923.5,28923.5
1046.3,28697.1,28697.1
1045.9,28379.4,28379.4
1045.5,28932.4,28932.4
1045.1,28255.9,28255.9
1044.7,28764.7,28764.7
1044.3,28982.4,28982.4
1043.9,28685.3,28685.3
1043.5,28938.2,28938.2
1043.1,28750,28750
1042.7,28791.2,28791.2
1042.3,28461.8,28461.8
1041.9,28450,28450
1041.5,28788.2,28788.2
1041.1,28917.6,28917.6
1040.7,28885.3,28885.3
1040.3,29055.9,29055.9
1039.9,29208.8,29208.8
1039.5,28608.8,28608.8
1039.1,29020.6,29020.6
1038.7,28994.1,28994.1
1038.3,28891.2,28891.2
1037.9,28682.4,28682.4
1037.5,28867.6,28867.6
1037.1,28317.6,28317.6
1036.7,29397.1,29397.1
1036.3,29185.3,29185.3
1035.9,29282.4,29282.4
1035.5,28900,28900
1035.1,29370.6,29370.6
1034.7,29329.4,29329.4
1034.3,29182.4,29182.4
1033.9,29655.9,29655.9
1033.5,29111.8,29111.8
1033.1,29626.5,29626.5
1032.7,29079.4,29079.4
1032.3,28997.1,28997.1
1031.9,29044.1,29044.1
1031.5,29567.6,29567.6
1031.1,29547.1,29547.1
1030.7,29723.5,29723.5
1030.3,29502.9,29502.9
1029.9,29005.9,29005.9
1029.5,29908.8,29908.8
1029.1,28911.8,28911.8
1028.7,28991.2,28991.2
1028.3,29629.4,29629.4
1027.9,30158.8,30158.8
