Number,t,E,I,j
339,432.6,-1.33825,-7.477e-06,-6.797272727272726
340,433.9,-1.331875,-7.411e-06,-6.737272727272726
341,435.2,-1.325375,-7.34e-06,-6.672727272727272
342,436.5,-1.319,-7.275e-06,-6.613636363636362
343,437.8,-1.312625,-7.215e-06,-6.5590909090909095
344,439.0,-1.30625,-7.145e-06,-6.495454545454545
345,440.3,-1.299875,-7.08e-06,-6.436363636363636
346,441.6,-1.293375,-7.007e-06,-6.369999999999999
347,442.9,-1.287,-6.945e-06,-6.313636363636364
348,444.2,-1.280625,-6.882e-06,-6.256363636363637
349,445.4,-1.27425,-6.834e-06,-6.212727272727273
350,446.7,-1.267875,-6.77e-06,-6.154545454545454
351,448.0,-1.261375,-6.73e-06,-6.118181818181817
352,449.3,-1.255,-6.677e-06,-6.069999999999999
353,450.6,-1.248625,-6.649e-06,-6.044545454545454
354,451.8,-1.24225,-6.609e-06,-6.008181818181818
355,453.1,-1.23575,-6.582e-06,-5.983636363636363
356,454.4,-1.229375,-6.54e-06,-5.945454545454545
357,455.7,-1.223,-6.51e-06,-5.918181818181818
358,457.0,-1.216625,-6.459e-06,-5.871818181818182
359,458.2,-1.21025,-6.429e-06,-5.844545454545454
360,459.5,-1.20375,-6.378e-06,-5.798181818181818
361,460.8,-1.197375,-6.339e-06,-5.762727272727272
362,462.1,-1.191,-6.303e-06,-5.73
363,463.4,-1.184625,-6.264e-06,-5.6945454545454535
364,464.6,-1.17825,-6.251e-06,-5.682727272727273
365,465.9,-1.17175,-6.222e-06,-5.656363636363635
366,467.2,-1.165375,-6.21e-06,-5.645454545454545
367,468.5,-1.159,-6.185e-06,-5.622727272727273
368,469.8,-1.152625,-6.171e-06,-5.609999999999999
369,471.0,-1.14625,-6.15e-06,-5.590909090909091
370,472.3,-1.13975,-6.125e-06,-5.5681818181818175
371,473.6,-1.133375,-6.114e-06,-5.558181818181818
372,474.9,-1.127,-6.078e-06,-5.525454545454545
373,476.2,-1.120625,-6.056e-06,-5.505454545454545
374,477.4,-1.114125,-6.034e-06,-5.4854545454545445
375,478.7,-1.10775,-6.002e-06,-5.456363636363637
376,480.0,-1.101375,-5.984e-06,-5.44
377,481.3,-1.095,-5.949e-06,-5.408181818181817
378,482.6,-1.088625,-5.931e-06,-5.391818181818182
379,483.8,-1.082125,-5.89e-06,-5.354545454545455
380,485.1,-1.07575,-5.869e-06,-5.335454545454545
381,486.4,-1.069375,-5.832e-06,-5.301818181818181
382,487.7,-1.063,-5.8e-06,-5.272727272727273
383,489.0,-1.056625,-5.767e-06,-5.242727272727272
384,490.2,-1.050125,-5.724e-06,-5.203636363636362
385,491.5,-1.04375,-5.693e-06,-5.175454545454546
386,492.8,-1.037375,-5.642e-06,-5.129090909090909
387,494.1,-1.031,-5.612e-06,-5.101818181818182
388,495.4,-1.024625,-5.565e-06,-5.059090909090909
389,496.6,-1.018125,-5.514e-06,-5.012727272727273
390,497.9,-1.01175,-5.467e-06,-4.97
