Number,t,E,I,j
391,499.2,-1.005375,-1.675e-06,-1.5227272727272727
392,500.5,-0.998875,-1.657e-06,-1.5063636363636363
393,501.8,-0.9925,-1.637e-06,-1.488181818181818
394,503.0,-0.986125,-1.606e-06,-1.4599999999999995
395,504.3,-0.97975,-1.603e-06,-1.457272727272727
396,505.6,-0.973375,-1.584e-06,-1.44
397,506.9,-0.966875,-1.561e-06,-1.419090909090909
398,508.2,-0.9605,-1.527e-06,-1.388181818181818
399,509.4,-0.954125,-1.518e-06,-1.38
400,510.7,-0.94775,-1.505e-06,-1.368181818181818
401,512.0,-0.941375,-1.483e-06,-1.348181818181818
402,513.3,-0.934875,-1.464e-06,-1.330909090909091
403,514.6,-0.9285,-1.451e-06,-1.319090909090909
404,515.8,-0.922125,-1.426e-06,-1.2963636363636362
405,517.1,-0.91575,-1.419e-06,-1.29
406,518.4,-0.909375,-1.396e-06,-1.269090909090909
407,519.7,-0.902875,-1.394e-06,-1.267272727272727
408,521.0,-0.8965,-1.379e-06,-1.2536363636363634
409,522.2,-0.890125,-1.356e-06,-1.232727272727273
410,523.5,-0.88375,-1.343e-06,-1.220909090909091
411,524.8,-0.877375,-1.329e-06,-1.208181818181818
412,526.1,-0.870875,-1.308e-06,-1.189090909090909
413,527.4,-0.8645,-1.307e-06,-1.188181818181818
414,528.6,-0.858125,-1.289e-06,-1.171818181818182
415,529.9,-0.85175,-1.279e-06,-1.1627272727272726
416,531.2,-0.84525,-1.28e-06,-1.1636363636363636
417,532.5,-0.838875,-1.262e-06,-1.1472727272727272
418,533.8,-0.8325,-1.25e-06,-1.1363636363636362
419,535.0,-0.826125,-1.243e-06,-1.13
420,536.3,-0.81975,-1.225e-06,-1.1136363636363635
421,537.6,-0.81325,-1.212e-06,-1.1018181818181818
422,538.9,-0.806875,-1.208e-06,-1.098181818181818
423,540.2,-0.8005,-1.194e-06,-1.0854545454545452
424,541.4,-0.794125,-1.184e-06,-1.0763636363636362
425,542.7,-0.787625,-1.162e-06,-1.0563636363636364
